routing_pass,circuit_type,num_qubits,topology,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
qlego-tket_AASRoutePass,Amplitude Estimation Circuit,15,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-tket_LexiRoutePass,Amplitude Estimation Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Amplitude Estimation Circuit,15,heavy_hex,success,,444772.0,279533.0,33743.0,33239.0
qlego-bqskit_GeneralizedSabreRoutingPass,Amplitude Estimation Circuit,15,heavy_hex,success,,246598.0,213322.0,33257.0,33018.0
qlego-bqskit_PAMRoutingPass,Amplitude Estimation Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865905.0,6816252.0,1049522.0,1048963.0
qlego-qiskit_SabreSwapRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865959.0,6816300.0,1049576.0,1048998.0
qlego-qiskit_BasicSwapRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865941.0,6816282.0,1049558.0,1048982.0
qlego-qiskit_LookaheadRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7866010.0,6816297.0,1049627.0,1049001.0
qlego-qiskit_StochasticSwapRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,success,,7865992.0,6816247.0,1049609.0,1048966.0
qlego-tket_TketDefaultRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-tket_AASRoutePass,Amplitude Estimation Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-tket_LexiRoutePass,Amplitude Estimation Circuit,20,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Amplitude Estimation Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_GeneralizedSabreRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_PAMRoutingPass,Amplitude Estimation Circuit,20,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-qiskit_PresetRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,91.0,58.0,32.0,32.0
qlego-qiskit_SabreSwapRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,91.0,59.0,32.0,32.0
qlego-qiskit_BasicSwapRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,91.0,62.0,32.0,32.0
qlego-qiskit_LookaheadRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,91.0,68.0,32.0,32.0
qlego-qiskit_StochasticSwapRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,91.0,62.0,32.0,32.0
qlego-tket_TketDefaultRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,222.0,158.0,47.0,39.0
qlego-tket_AASRoutePass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,549.0,397.0,495.0,387.0
qlego-tket_LexiRoutePass,Quantum Phase Estimation Circuit,5,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,210.0,134.0,35.0,31.0
qlego-bqskit_GeneralizedSabreRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,success,,90.0,63.0,35.0,33.0
qlego-bqskit_PAMRoutingPass,Quantum Phase Estimation Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,387.0,191.0,200.0,118.0
qlego-qiskit_SabreSwapRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,387.0,209.0,200.0,130.0
qlego-qiskit_BasicSwapRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,393.0,191.0,206.0,127.0
qlego-qiskit_LookaheadRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,369.0,190.0,182.0,119.0
qlego-qiskit_StochasticSwapRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,396.0,194.0,209.0,128.0
qlego-tket_TketDefaultRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,960.0,523.0,266.0,184.0
qlego-tket_AASRoutePass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,3275.0,2563.0,3137.0,2527.0
qlego-tket_LexiRoutePass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,903.0,469.0,209.0,130.0
qlego-bqskit_GeneralizedSabreRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,success,,387.0,184.0,209.0,126.0
qlego-bqskit_PAMRoutingPass,Quantum Phase Estimation Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,942.0,415.0,528.0,277.0
qlego-qiskit_SabreSwapRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,930.0,417.0,516.0,280.0
qlego-qiskit_BasicSwapRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,933.0,342.0,519.0,223.0
qlego-qiskit_LookaheadRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,909.0,364.0,495.0,237.0
qlego-qiskit_StochasticSwapRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,933.0,440.0,519.0,303.0
qlego-tket_TketDefaultRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,2215.0,992.0,555.0,318.0
qlego-tket_AASRoutePass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,7828.0,6279.0,7532.0,6211.0
qlego-tket_LexiRoutePass,Quantum Phase Estimation Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,2173.0,952.0,513.0,285.0
qlego-bqskit_GeneralizedSabreRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,success,,895.0,408.0,495.0,282.0
qlego-bqskit_PAMRoutingPass,Quantum Phase Estimation Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1753.0,637.0,1049.0,447.0
qlego-qiskit_SabreSwapRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1762.0,596.0,1058.0,413.0
qlego-qiskit_BasicSwapRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1681.0,623.0,977.0,430.0
qlego-qiskit_LookaheadRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1711.0,534.0,1007.0,354.0
qlego-qiskit_StochasticSwapRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1786.0,645.0,1082.0,464.0
qlego-tket_TketDefaultRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,4725.0,1956.0,1760.0,817.0
qlego-tket_AASRoutePass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1874.0,831.0,1395.0,733.0
qlego-tket_LexiRoutePass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,4125.0,1392.0,1160.0,469.0
qlego-bqskit_GeneralizedSabreRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,success,,1707.0,653.0,1022.0,456.0
qlego-bqskit_PAMRoutingPass,Quantum Phase Estimation Circuit,20,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-qiskit_SabreSwapRoutingPass,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-qiskit_BasicSwapRoutingPass,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-qiskit_LookaheadRoutingPass,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-qiskit_StochasticSwapRoutingPass,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-tket_TketDefaultRoutingPass,W State Circuit,5,heavy_hex,success,,73.0,45.0,8.0,6.0
qlego-tket_AASRoutePass,W State Circuit,5,heavy_hex,success,,10929.0,10313.0,10826.0,10283.0
qlego-tket_LexiRoutePass,W State Circuit,5,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,W State Circuit,5,heavy_hex,success,,73.0,45.0,8.0,6.0
qlego-bqskit_GeneralizedSabreRoutingPass,W State Circuit,5,heavy_hex,success,,73.0,45.0,8.0,6.0
qlego-bqskit_PAMRoutingPass,W State Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_SabreSwapRoutingPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_BasicSwapRoutingPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_LookaheadRoutingPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-qiskit_StochasticSwapRoutingPass,W State Circuit,10,heavy_hex,success,,173.0,91.0,18.0,11.0
qlego-tket_TketDefaultRoutingPass,W State Circuit,10,heavy_hex,success,,163.0,90.0,18.0,11.0
qlego-tket_AASRoutePass,W State Circuit,10,heavy_hex,success,,241.0,138.0,18.0,18.0
qlego-tket_LexiRoutePass,W State Circuit,10,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,W State Circuit,10,heavy_hex,success,,163.0,90.0,18.0,11.0
qlego-bqskit_GeneralizedSabreRoutingPass,W State Circuit,10,heavy_hex,success,,163.0,90.0,18.0,11.0
qlego-bqskit_PAMRoutingPass,W State Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,W State Circuit,15,heavy_hex,success,,298.0,149.0,58.0,37.0
qlego-qiskit_SabreSwapRoutingPass,W State Circuit,15,heavy_hex,success,,292.0,151.0,52.0,39.0
qlego-qiskit_BasicSwapRoutingPass,W State Circuit,15,heavy_hex,success,,295.0,149.0,55.0,37.0
qlego-qiskit_LookaheadRoutingPass,W State Circuit,15,heavy_hex,success,,298.0,149.0,58.0,37.0
qlego-qiskit_StochasticSwapRoutingPass,W State Circuit,15,heavy_hex,success,,295.0,149.0,55.0,37.0
qlego-tket_TketDefaultRoutingPass,W State Circuit,15,heavy_hex,success,,277.0,147.0,52.0,30.0
qlego-tket_AASRoutePass,W State Circuit,15,heavy_hex,success,,1291.0,877.0,948.0,785.0
qlego-tket_LexiRoutePass,W State Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,W State Circuit,15,heavy_hex,success,,262.0,141.0,37.0,25.0
qlego-bqskit_GeneralizedSabreRoutingPass,W State Circuit,15,heavy_hex,success,,280.0,150.0,55.0,34.0
qlego-bqskit_PAMRoutingPass,W State Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,W State Circuit,20,heavy_hex,success,,414.0,208.0,89.0,59.0
qlego-qiskit_SabreSwapRoutingPass,W State Circuit,20,heavy_hex,success,,414.0,196.0,89.0,54.0
qlego-qiskit_BasicSwapRoutingPass,W State Circuit,20,heavy_hex,success,,390.0,199.0,65.0,48.0
qlego-qiskit_LookaheadRoutingPass,W State Circuit,20,heavy_hex,success,,390.0,199.0,65.0,48.0
qlego-qiskit_StochasticSwapRoutingPass,W State Circuit,20,heavy_hex,success,,423.0,196.0,98.0,54.0
qlego-tket_TketDefaultRoutingPass,W State Circuit,20,heavy_hex,success,,412.0,217.0,107.0,66.0
qlego-tket_AASRoutePass,W State Circuit,20,heavy_hex,success,,893.0,441.0,430.0,333.0
qlego-tket_LexiRoutePass,W State Circuit,20,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,W State Circuit,20,heavy_hex,success,,370.0,198.0,65.0,48.0
qlego-bqskit_GeneralizedSabreRoutingPass,W State Circuit,20,heavy_hex,success,,373.0,198.0,68.0,43.0
qlego-bqskit_PAMRoutingPass,W State Circuit,20,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_SabreSwapRoutingPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_BasicSwapRoutingPass,Half Adder Circuit,5,heavy_hex,success,,78.0,58.0,40.0,36.0
qlego-qiskit_LookaheadRoutingPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_StochasticSwapRoutingPass,Half Adder Circuit,5,heavy_hex,success,,78.0,58.0,40.0,36.0
qlego-tket_TketDefaultRoutingPass,Half Adder Circuit,5,heavy_hex,success,,82.0,71.0,49.0,47.0
qlego-tket_AASRoutePass,Half Adder Circuit,5,heavy_hex,success,,1962.0,1743.0,1918.0,1721.0
qlego-tket_LexiRoutePass,Half Adder Circuit,5,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Half Adder Circuit,5,heavy_hex,success,,67.0,57.0,34.0,33.0
qlego-bqskit_GeneralizedSabreRoutingPass,Half Adder Circuit,5,heavy_hex,success,,73.0,59.0,40.0,37.0
qlego-bqskit_PAMRoutingPass,Half Adder Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Half Adder Circuit,15,heavy_hex,success,,656.0,302.0,399.0,216.0
qlego-qiskit_SabreSwapRoutingPass,Half Adder Circuit,15,heavy_hex,success,,659.0,309.0,402.0,234.0
qlego-qiskit_BasicSwapRoutingPass,Half Adder Circuit,15,heavy_hex,success,,623.0,277.0,366.0,192.0
qlego-qiskit_LookaheadRoutingPass,Half Adder Circuit,15,heavy_hex,success,,650.0,344.0,393.0,256.0
qlego-qiskit_StochasticSwapRoutingPass,Half Adder Circuit,15,heavy_hex,success,,647.0,294.0,390.0,223.0
qlego-tket_TketDefaultRoutingPass,Half Adder Circuit,15,heavy_hex,success,,907.0,481.0,621.0,382.0
qlego-tket_AASRoutePass,Half Adder Circuit,15,heavy_hex,success,,11324.0,9382.0,10898.0,9264.0
qlego-tket_LexiRoutePass,Half Adder Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Half Adder Circuit,15,heavy_hex,success,,691.0,318.0,405.0,245.0
qlego-bqskit_GeneralizedSabreRoutingPass,Half Adder Circuit,15,heavy_hex,success,,655.0,333.0,369.0,222.0
qlego-bqskit_PAMRoutingPass,Half Adder Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_SabreSwapRoutingPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_BasicSwapRoutingPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_LookaheadRoutingPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_StochasticSwapRoutingPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-tket_TketDefaultRoutingPass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
qlego-tket_AASRoutePass,BV Circuit,5,heavy_hex,success,,33.0,21.0,2.0,2.0
qlego-tket_LexiRoutePass,BV Circuit,5,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
qlego-bqskit_GeneralizedSabreRoutingPass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
qlego-bqskit_PAMRoutingPass,BV Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,BV Circuit,10,heavy_hex,success,,65.0,31.0,7.0,7.0
qlego-qiskit_SabreSwapRoutingPass,BV Circuit,10,heavy_hex,success,,65.0,30.0,7.0,5.0
qlego-qiskit_BasicSwapRoutingPass,BV Circuit,10,heavy_hex,success,,68.0,32.0,10.0,10.0
qlego-qiskit_LookaheadRoutingPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-qiskit_StochasticSwapRoutingPass,BV Circuit,10,heavy_hex,success,,65.0,33.0,7.0,7.0
qlego-tket_TketDefaultRoutingPass,BV Circuit,10,heavy_hex,success,,59.0,32.0,10.0,9.0
qlego-tket_AASRoutePass,BV Circuit,10,heavy_hex,success,,475.0,410.0,420.0,388.0
qlego-tket_LexiRoutePass,BV Circuit,10,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,BV Circuit,10,heavy_hex,success,,59.0,29.0,10.0,7.0
qlego-bqskit_GeneralizedSabreRoutingPass,BV Circuit,10,heavy_hex,success,,56.0,32.0,7.0,7.0
qlego-bqskit_PAMRoutingPass,BV Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,BV Circuit,15,heavy_hex,success,,115.0,59.0,16.0,16.0
qlego-qiskit_SabreSwapRoutingPass,BV Circuit,15,heavy_hex,success,,121.0,61.0,22.0,21.0
qlego-qiskit_BasicSwapRoutingPass,BV Circuit,15,heavy_hex,success,,118.0,59.0,19.0,19.0
qlego-qiskit_LookaheadRoutingPass,BV Circuit,15,heavy_hex,success,,118.0,59.0,19.0,19.0
qlego-qiskit_StochasticSwapRoutingPass,BV Circuit,15,heavy_hex,success,,121.0,61.0,22.0,21.0
qlego-tket_TketDefaultRoutingPass,BV Circuit,15,heavy_hex,success,,119.0,56.0,34.0,24.0
qlego-tket_AASRoutePass,BV Circuit,15,heavy_hex,success,,110.0,65.0,19.0,18.0
qlego-tket_LexiRoutePass,BV Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,BV Circuit,15,heavy_hex,success,,101.0,56.0,16.0,15.0
qlego-bqskit_GeneralizedSabreRoutingPass,BV Circuit,15,heavy_hex,success,,104.0,62.0,19.0,19.0
qlego-bqskit_PAMRoutingPass,BV Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,BV Circuit,20,heavy_hex,success,,155.0,81.0,27.0,27.0
qlego-qiskit_SabreSwapRoutingPass,BV Circuit,20,heavy_hex,success,,158.0,82.0,30.0,27.0
qlego-qiskit_BasicSwapRoutingPass,BV Circuit,20,heavy_hex,success,,158.0,79.0,30.0,29.0
qlego-qiskit_LookaheadRoutingPass,BV Circuit,20,heavy_hex,success,,158.0,72.0,30.0,23.0
qlego-qiskit_StochasticSwapRoutingPass,BV Circuit,20,heavy_hex,success,,152.0,73.0,24.0,23.0
qlego-tket_TketDefaultRoutingPass,BV Circuit,20,heavy_hex,success,,160.0,82.0,51.0,39.0
qlego-tket_AASRoutePass,BV Circuit,20,heavy_hex,success,,139.0,83.0,24.0,24.0
qlego-tket_LexiRoutePass,BV Circuit,20,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,BV Circuit,20,heavy_hex,success,,133.0,76.0,24.0,24.0
qlego-bqskit_GeneralizedSabreRoutingPass,BV Circuit,20,heavy_hex,success,,136.0,79.0,27.0,27.0
qlego-bqskit_PAMRoutingPass,BV Circuit,20,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Graph State Circuit,5,heavy_hex,success,,61.0,26.0,11.0,10.0
qlego-qiskit_SabreSwapRoutingPass,Graph State Circuit,5,heavy_hex,success,,61.0,26.0,11.0,10.0
qlego-qiskit_BasicSwapRoutingPass,Graph State Circuit,5,heavy_hex,success,,61.0,29.0,11.0,7.0
qlego-qiskit_LookaheadRoutingPass,Graph State Circuit,5,heavy_hex,success,,61.0,26.0,11.0,10.0
qlego-qiskit_StochasticSwapRoutingPass,Graph State Circuit,5,heavy_hex,success,,64.0,32.0,14.0,10.0
qlego-tket_TketDefaultRoutingPass,Graph State Circuit,5,heavy_hex,success,,62.0,30.0,17.0,15.0
qlego-tket_AASRoutePass,Graph State Circuit,5,heavy_hex,success,,2061.0,1800.0,2016.0,1786.0
qlego-tket_LexiRoutePass,Graph State Circuit,5,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Graph State Circuit,5,heavy_hex,success,,59.0,31.0,14.0,10.0
qlego-bqskit_GeneralizedSabreRoutingPass,Graph State Circuit,5,heavy_hex,success,,56.0,25.0,11.0,10.0
qlego-bqskit_PAMRoutingPass,Graph State Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Graph State Circuit,10,heavy_hex,success,,128.0,39.0,28.0,12.0
qlego-qiskit_SabreSwapRoutingPass,Graph State Circuit,10,heavy_hex,success,,128.0,39.0,28.0,12.0
qlego-qiskit_BasicSwapRoutingPass,Graph State Circuit,10,heavy_hex,success,,128.0,39.0,28.0,12.0
qlego-qiskit_LookaheadRoutingPass,Graph State Circuit,10,heavy_hex,success,,128.0,39.0,28.0,12.0
qlego-qiskit_StochasticSwapRoutingPass,Graph State Circuit,10,heavy_hex,success,,128.0,36.0,28.0,14.0
qlego-tket_TketDefaultRoutingPass,Graph State Circuit,10,heavy_hex,success,,130.0,41.0,40.0,16.0
qlego-tket_AASRoutePass,Graph State Circuit,10,heavy_hex,success,,351.0,182.0,261.0,164.0
qlego-tket_LexiRoutePass,Graph State Circuit,10,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Graph State Circuit,10,heavy_hex,success,,118.0,38.0,28.0,12.0
qlego-bqskit_GeneralizedSabreRoutingPass,Graph State Circuit,10,heavy_hex,success,,115.0,35.0,25.0,14.0
qlego-bqskit_PAMRoutingPass,Graph State Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Graph State Circuit,15,heavy_hex,success,,186.0,31.0,36.0,10.0
qlego-qiskit_SabreSwapRoutingPass,Graph State Circuit,15,heavy_hex,success,,189.0,34.0,39.0,15.0
qlego-qiskit_BasicSwapRoutingPass,Graph State Circuit,15,heavy_hex,success,,183.0,32.0,33.0,19.0
qlego-qiskit_LookaheadRoutingPass,Graph State Circuit,15,heavy_hex,success,,186.0,30.0,36.0,12.0
qlego-qiskit_StochasticSwapRoutingPass,Graph State Circuit,15,heavy_hex,success,,180.0,29.0,30.0,10.0
qlego-tket_TketDefaultRoutingPass,Graph State Circuit,15,heavy_hex,success,,291.0,103.0,156.0,72.0
qlego-tket_AASRoutePass,Graph State Circuit,15,heavy_hex,success,,972.0,686.0,837.0,663.0
qlego-tket_LexiRoutePass,Graph State Circuit,15,heavy_hex,failed,ImportError: cannot import name 'LexiRouteRoutingPass' from 'pytket.passes' (/Users/abhishekshringi/Documents/Quantum Research/qlego/tests/envs/env_1/lib/python3.12/site-packages/pytket/passes/__init__.py),,,,
qlego-tket_BoxDecomposeRoutePass,Graph State Circuit,15,heavy_hex,success,,171.0,30.0,36.0,15.0
qlego-bqskit_GeneralizedSabreRoutingPass,Graph State Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_PAMRoutingPass,Graph State Circuit,15,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-qiskit_PresetRoutingPass,Graph State Circuit,20,heavy_hex,success,,244.0,42.0,44.0,17.0
qlego-qiskit_SabreSwapRoutingPass,Graph State Circuit,20,heavy_hex,success,,250.0,39.0,50.0,20.0
