optimization_pass,circuit_type,num_qubits,topology,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
qlego-bqskit_ScanningGateRemovalPassPass,W State Circuit,5,heavy_hex,success,,33.0,20.0,8.0,6.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,W State Circuit,5,heavy_hex,success,,33.0,20.0,8.0,6.0
qlego-bqskit_TreeScanningGateRemovalPassPass,W State Circuit,5,heavy_hex,success,,33.0,20.0,8.0,6.0
qlego-bqskit_QuickPartitionerPass,W State Circuit,5,heavy_hex,success,,73.0,45.0,8.0,6.0
Baseline,W State Circuit,5,heavy_hex,success,,78.0,46.0,8.0,6.0
qlego-qiskit_PresetOptimizationPass,Half Adder Circuit,5,heavy_hex,success,,109.0,75.0,30.0,29.0
qlego-qiskit_Optimize1qGatesPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_Optimize1qGateDecompositionPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Half Adder Circuit,5,heavy_hex,success,,109.0,93.0,34.0,33.0
qlego-qiskit_CommutativeCancellationPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_CommutationAnalysisPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_CommutativeOptimizationPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_OptimizeCliffordsPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_OptimizeCliffordTPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_CollectCliffordsPass,Half Adder Circuit,5,heavy_hex,success,,225.0,109.0,34.0,28.0
qlego-qiskit_Collect2qBlocksPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_CollectMultiQBlocksPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_RemoveIdentityEquivalentPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_RemoveFinalResetPass,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-tket_SquashTK1Pass,Half Adder Circuit,5,heavy_hex,success,,149.0,109.0,34.0,33.0
qlego-tket_SquashRzPhasedXPass,Half Adder Circuit,5,heavy_hex,success,,174.0,129.0,34.0,33.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_FullPeepholeOptimizePass,Half Adder Circuit,5,heavy_hex,success,,139.0,81.0,19.0,15.0
qlego-tket_CliffordSimpPass,Half Adder Circuit,5,heavy_hex,success,,139.0,81.0,19.0,15.0
qlego-tket_PeepholeOptimize2QPass,Half Adder Circuit,5,heavy_hex,success,,139.0,81.0,19.0,15.0
qlego-tket_KAKDecompositionPass,Half Adder Circuit,5,heavy_hex,success,,168.0,113.0,28.0,27.0
qlego-tket_RemoveRedundanciesPass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_RemovePhaseOpsPass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_DelayMeasuresPass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_SimplifyMeasuresPass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_RemoveDiscardedPass,Half Adder Circuit,5,heavy_hex,success,,204.0,154.0,34.0,33.0
qlego-tket_SynthesiseTketPass,Half Adder Circuit,5,heavy_hex,success,,154.0,114.0,34.0,33.0
qlego-bqskit_GroupSingleQuditGatePassPass,Half Adder Circuit,5,heavy_hex,success,,67.0,57.0,34.0,33.0
qlego-bqskit_ScanningGateRemovalPassPass,Half Adder Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,Half Adder Circuit,5,heavy_hex,success,,67.0,57.0,34.0,33.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Half Adder Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,Half Adder Circuit,5,heavy_hex,success,,67.0,57.0,34.0,33.0
Baseline,Half Adder Circuit,5,heavy_hex,success,,72.0,58.0,34.0,33.0
qlego-qiskit_PresetOptimizationPass,BV Circuit,5,heavy_hex,success,,26.0,13.0,2.0,2.0
qlego-qiskit_Optimize1qGatesPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_Optimize1qGateDecompositionPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_CommutativeCancellationPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_CommutationAnalysisPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_CommutativeOptimizationPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_OptimizeCliffordsPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_OptimizeCliffordTPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_CollectCliffordsPass,BV Circuit,5,heavy_hex,success,,23.0,12.0,2.0,2.0
qlego-qiskit_Collect2qBlocksPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_CollectMultiQBlocksPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_RemoveIdentityEquivalentPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_RemoveFinalResetPass,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-tket_SquashTK1Pass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_SquashRzPhasedXPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_DecomposeSingleQubitsTK1Pass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_FullPeepholeOptimizePass,BV Circuit,5,heavy_hex,success,,36.0,13.0,2.0,2.0
qlego-tket_CliffordSimpPass,BV Circuit,5,heavy_hex,success,,36.0,13.0,2.0,2.0
qlego-tket_PeepholeOptimize2QPass,BV Circuit,5,heavy_hex,success,,36.0,13.0,2.0,2.0
qlego-tket_KAKDecompositionPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_RemoveRedundanciesPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_RemovePhaseOpsPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_DelayMeasuresPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_SimplifyMeasuresPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_RemoveDiscardedPass,BV Circuit,5,heavy_hex,success,,51.0,28.0,2.0,2.0
qlego-tket_SynthesiseTketPass,BV Circuit,5,heavy_hex,success,,36.0,13.0,2.0,2.0
qlego-bqskit_GroupSingleQuditGatePassPass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
qlego-bqskit_ScanningGateRemovalPassPass,BV Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
qlego-bqskit_TreeScanningGateRemovalPassPass,BV Circuit,5,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,BV Circuit,5,heavy_hex,success,,27.0,15.0,2.0,2.0
Baseline,BV Circuit,5,heavy_hex,success,,31.0,16.0,2.0,2.0
qlego-qiskit_PresetOptimizationPass,Graph State Circuit,5,heavy_hex,success,,75.0,35.0,11.0,8.0
qlego-qiskit_Optimize1qGatesPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_Optimize1qGateDecompositionPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_CommutativeCancellationPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_CommutationAnalysisPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_CommutativeOptimizationPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_OptimizeCliffordsPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_OptimizeCliffordTPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_CollectCliffordsPass,Graph State Circuit,5,heavy_hex,success,,31.0,22.0,11.0,10.0
qlego-qiskit_Collect2qBlocksPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_CollectMultiQBlocksPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_RemoveIdentityEquivalentPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_RemoveFinalResetPass,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-tket_SquashTK1Pass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_SquashRzPhasedXPass,Graph State Circuit,5,heavy_hex,success,,116.0,59.0,11.0,8.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_FullPeepholeOptimizePass,Graph State Circuit,5,heavy_hex,success,,45.0,19.0,5.0,4.0
qlego-tket_CliffordSimpPass,Graph State Circuit,5,heavy_hex,success,,35.0,18.0,5.0,5.0
qlego-tket_PeepholeOptimize2QPass,Graph State Circuit,5,heavy_hex,success,,35.0,18.0,5.0,5.0
qlego-tket_KAKDecompositionPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_RemoveRedundanciesPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_RemovePhaseOpsPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_DelayMeasuresPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_SimplifyMeasuresPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_RemoveDiscardedPass,Graph State Circuit,5,heavy_hex,success,,91.0,54.0,11.0,8.0
qlego-tket_SynthesiseTketPass,Graph State Circuit,5,heavy_hex,success,,51.0,29.0,11.0,8.0
qlego-bqskit_GroupSingleQuditGatePassPass,Graph State Circuit,5,heavy_hex,success,,56.0,35.0,11.0,8.0
qlego-bqskit_ScanningGateRemovalPassPass,Graph State Circuit,5,heavy_hex,success,,56.0,35.0,11.0,8.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,Graph State Circuit,5,heavy_hex,success,,56.0,35.0,11.0,8.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Graph State Circuit,5,heavy_hex,success,,56.0,35.0,11.0,8.0
qlego-bqskit_QuickPartitionerPass,Graph State Circuit,5,heavy_hex,success,,56.0,35.0,11.0,8.0
Baseline,Graph State Circuit,5,heavy_hex,success,,61.0,36.0,11.0,8.0
qlego-qiskit_PresetOptimizationPass,DJ Circuit,10,heavy_hex,success,,175.0,84.0,24.0,24.0
qlego-qiskit_Optimize1qGatesPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_Optimize1qGateDecompositionPass,DJ Circuit,10,heavy_hex,success,,90.0,36.0,24.0,24.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,DJ Circuit,10,heavy_hex,success,,116.0,42.0,24.0,24.0
qlego-qiskit_CommutativeCancellationPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_CommutationAnalysisPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_CommutativeOptimizationPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_OptimizeCliffordsPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_OptimizeCliffordTPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_CollectCliffordsPass,DJ Circuit,10,heavy_hex,success,,46.0,20.0,24.0,15.0
qlego-qiskit_Collect2qBlocksPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_CollectMultiQBlocksPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_RemoveFinalResetPass,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-tket_SquashTK1Pass,DJ Circuit,10,heavy_hex,success,,128.0,44.0,24.0,24.0
qlego-tket_SquashRzPhasedXPass,DJ Circuit,10,heavy_hex,success,,148.0,49.0,24.0,24.0
qlego-tket_DecomposeSingleQubitsTK1Pass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_FullPeepholeOptimizePass,DJ Circuit,10,heavy_hex,success,,113.0,40.0,9.0,9.0
qlego-tket_CliffordSimpPass,DJ Circuit,10,heavy_hex,success,,113.0,20.0,9.0,9.0
qlego-tket_PeepholeOptimize2QPass,DJ Circuit,10,heavy_hex,success,,113.0,20.0,9.0,9.0
qlego-tket_KAKDecompositionPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_RemoveRedundanciesPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_RemovePhaseOpsPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_DelayMeasuresPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_SimplifyMeasuresPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_RemoveDiscardedPass,DJ Circuit,10,heavy_hex,success,,193.0,59.0,24.0,24.0
qlego-tket_SynthesiseTketPass,DJ Circuit,10,heavy_hex,success,,128.0,44.0,24.0,24.0
qlego-bqskit_GroupSingleQuditGatePassPass,DJ Circuit,10,heavy_hex,success,,94.0,38.0,24.0,24.0
qlego-bqskit_ScanningGateRemovalPassPass,DJ Circuit,10,heavy_hex,success,,94.0,38.0,24.0,24.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,DJ Circuit,10,heavy_hex,success,,94.0,38.0,24.0,24.0
qlego-bqskit_TreeScanningGateRemovalPassPass,DJ Circuit,10,heavy_hex,success,,94.0,38.0,24.0,24.0
qlego-bqskit_QuickPartitionerPass,DJ Circuit,10,heavy_hex,success,,94.0,38.0,24.0,24.0
Baseline,DJ Circuit,10,heavy_hex,success,,103.0,39.0,24.0,24.0
qlego-qiskit_PresetOptimizationPass,GHZ Circuit,10,heavy_hex,success,,31.0,17.0,9.0,9.0
qlego-qiskit_Optimize1qGatesPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_Optimize1qGateDecompositionPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_CommutativeCancellationPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_CommutationAnalysisPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_CommutativeOptimizationPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_OptimizeCliffordsPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_OptimizeCliffordTPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_CollectCliffordsPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_Collect2qBlocksPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_CollectMultiQBlocksPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_RemoveFinalResetPass,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-tket_SquashTK1Pass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_SquashRzPhasedXPass,GHZ Circuit,10,heavy_hex,success,,29.0,15.0,9.0,9.0
qlego-tket_DecomposeSingleQubitsTK1Pass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_FullPeepholeOptimizePass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_CliffordSimpPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_PeepholeOptimize2QPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_KAKDecompositionPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_RemoveRedundanciesPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_RemovePhaseOpsPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_DelayMeasuresPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_SimplifyMeasuresPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_RemoveDiscardedPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-tket_SynthesiseTketPass,GHZ Circuit,10,heavy_hex,success,,24.0,15.0,9.0,9.0
qlego-bqskit_GroupSingleQuditGatePassPass,GHZ Circuit,10,heavy_hex,success,,12.0,12.0,9.0,9.0
qlego-bqskit_ScanningGateRemovalPassPass,GHZ Circuit,10,heavy_hex,success,,12.0,12.0,9.0,9.0
qlego-bqskit_IterativeScanningGateRemovalPassPass,GHZ Circuit,10,heavy_hex,success,,12.0,12.0,9.0,9.0
qlego-bqskit_TreeScanningGateRemovalPassPass,GHZ Circuit,10,heavy_hex,success,,12.0,12.0,9.0,9.0
qlego-bqskit_QuickPartitionerPass,GHZ Circuit,10,heavy_hex,success,,12.0,12.0,9.0,9.0
Baseline,GHZ Circuit,10,heavy_hex,success,,22.0,13.0,9.0,9.0
qlego-qiskit_PresetOptimizationPass,Grover Circuit,10,heavy_hex,success,,157387.0,86279.0,28389.0,23146.0
qlego-qiskit_Optimize1qGatesPass,Grover Circuit,10,heavy_hex,success,,74954.0,55259.0,31923.0,26041.0
qlego-qiskit_Optimize1qGateDecompositionPass,Grover Circuit,10,heavy_hex,success,,54299.0,41716.0,31923.0,26041.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Grover Circuit,10,heavy_hex,success,,75495.0,59120.0,31923.0,26041.0
qlego-qiskit_CommutativeCancellationPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_CommutationAnalysisPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_CommutativeOptimizationPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_OptimizeCliffordsPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_OptimizeCliffordTPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_CollectCliffordsPass,Grover Circuit,10,heavy_hex,success,,194211.0,95342.0,30494.0,24116.0
qlego-qiskit_Collect2qBlocksPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_CollectMultiQBlocksPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_RemoveIdentityEquivalentPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_RemoveFinalResetPass,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-tket_SquashTK1Pass,Grover Circuit,10,heavy_hex,success,,101513.0,74204.0,31923.0,26041.0
qlego-tket_SquashRzPhasedXPass,Grover Circuit,10,heavy_hex,success,,115313.0,84595.0,31923.0,26041.0
qlego-tket_DecomposeSingleQubitsTK1Pass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_FullPeepholeOptimizePass,Grover Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-tket_CliffordSimpPass,Grover Circuit,10,heavy_hex,success,,82221.0,58116.0,13056.0,10414.0
qlego-tket_PeepholeOptimize2QPass,Grover Circuit,10,heavy_hex,success,,80291.0,58509.0,13056.0,10414.0
qlego-tket_KAKDecompositionPass,Grover Circuit,10,heavy_hex,success,,111642.0,71303.0,26622.0,21752.0
qlego-tket_RemoveRedundanciesPass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_RemovePhaseOpsPass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_DelayMeasuresPass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_SimplifyMeasuresPass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_RemoveDiscardedPass,Grover Circuit,10,heavy_hex,success,,127608.0,96547.0,31923.0,26041.0
qlego-tket_SynthesiseTketPass,Grover Circuit,10,heavy_hex,success,,100355.0,75259.0,31705.0,25949.0
qlego-bqskit_GroupSingleQuditGatePassPass,Grover Circuit,10,heavy_hex,failed,Timeout: pipeline exceeded 300s,,,,
qlego-bqskit_ScanningGateRemovalPassPass,Grover Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_IterativeScanningGateRemovalPassPass,Grover Circuit,10,heavy_hex,success,,54325.0,43411.0,31855.0,26003.0
qlego-bqskit_TreeScanningGateRemovalPassPass,Grover Circuit,10,heavy_hex,failed,RuntimeError: Server connection unexpectedly closed.,,,,
qlego-bqskit_QuickPartitionerPass,Grover Circuit,10,heavy_hex,success,,59576.0,46167.0,31923.0,26041.0
Baseline,Grover Circuit,10,heavy_hex,success,,59586.0,46168.0,31923.0,26041.0
qlego-qiskit_PresetOptimizationPass,QFT Circuit,10,heavy_hex,success,,700.0,286.0,167.0,110.0
qlego-qiskit_Optimize1qGatesPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_Optimize1qGateDecompositionPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_Optimize1qGateSimpleCommutationPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_CommutativeCancellationPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_CommutationAnalysisPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_CommutativeOptimizationPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_OptimizeCliffordsPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_OptimizeCliffordTPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_CollectCliffordsPass,QFT Circuit,10,heavy_hex,success,,607.0,295.0,189.0,115.0
qlego-qiskit_Collect2qBlocksPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_CollectMultiQBlocksPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_RemoveIdentityEquivalentPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-qiskit_RemoveFinalResetPass,QFT Circuit,10,heavy_hex,success,,364.0,184.0,189.0,114.0
qlego-tket_SquashTK1Pass,QFT Circuit,10,heavy_hex,success,,869.0,402.0,189.0,114.0
qlego-tket_SquashRzPhasedXPass,QFT Circuit,10,heavy_hex,success,,824.0,367.0,189.0,114.0
qlego-tket_DecomposeSingleQubitsTK1Pass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_FullPeepholeOptimizePass,QFT Circuit,10,heavy_hex,success,,680.0,215.0,90.0,44.0
qlego-tket_CliffordSimpPass,QFT Circuit,10,heavy_hex,success,,735.0,210.0,90.0,34.0
qlego-tket_PeepholeOptimize2QPass,QFT Circuit,10,heavy_hex,success,,640.0,195.0,90.0,34.0
qlego-tket_KAKDecompositionPass,QFT Circuit,10,heavy_hex,success,,941.0,388.0,156.0,108.0
qlego-tket_RemoveRedundanciesPass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_RemovePhaseOpsPass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_DelayMeasuresPass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_SimplifyMeasuresPass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_RemoveDiscardedPass,QFT Circuit,10,heavy_hex,success,,924.0,427.0,189.0,114.0
qlego-tket_SynthesiseTketPass,QFT Circuit,10,heavy_hex,success,,774.0,371.0,189.0,114.0
qlego-bqskit_GroupSingleQuditGatePassPass,QFT Circuit,10,heavy_hex,success,,354.0,183.0,189.0,114.0
